Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-12 00:00:00+05:30,144.4809774332295,146.29774092887865,141.5167690030983,142.0426788330078,11818556,0.0,0.0
2022-05-13 00:00:00+05:30,143.4291459714149,143.4291459714149,137.21388297932023,137.8354034423828,22913410,0.0,0.0
2022-05-16 00:00:00+05:30,137.1182651253634,142.37733409529582,135.4449249985667,141.7558135986328,16286682,0.0,0.0
2022-05-17 00:00:00+05:30,141.03865892784142,144.14629039574302,139.8912286885358,143.90724182128906,13925542,0.0,0.0
2022-05-18 00:00:00+05:30,143.90724644516453,144.2897183404332,140.75180224291134,141.99485778808594,17611218,0.0,0.0
2022-05-19 00:00:00+05:30,141.03865700799065,142.04266392510397,139.36531700959077,141.51675415039062,11701170,0.0,0.0
2022-05-20 00:00:00+05:30,144.33751482179835,144.33751482179835,141.18207097267793,143.04666137695312,17841739,0.0,0.0
2022-05-23 00:00:00+05:30,147.63639664631535,148.54479291937568,141.8992307467378,143.57257080078125,26055890,0.0,0.0
2022-05-24 00:00:00+05:30,143.57256674386005,145.19810870843475,139.89122748320827,140.46493530273438,16581141,0.0,0.0
2022-05-25 00:00:00+05:30,141.89923257382011,146.44115563613374,140.94303824491197,145.9630584716797,19926619,0.0,0.0
2022-05-26 00:00:00+05:30,146.44114461027323,148.30573508354922,144.00286092743502,147.3973388671875,22698086,0.0,0.0
2022-05-27 00:00:00+05:30,148.21012321535804,148.21012321535804,142.95105432707115,143.85943603515625,10245727,0.0,0.0
2022-05-30 00:00:00+05:30,143.4769622012724,145.81963539278794,142.28171928821675,144.2897186279297,12513990,0.0,0.0
2022-05-31 00:00:00+05:30,144.4809742528014,151.0787095289964,143.76382847972073,149.16632080078125,124665699,0.0,0.0
2022-06-01 00:00:00+05:30,149.59660056118332,153.1823293118846,149.40536461255277,149.9312744140625,16084988,0.0,0.0
2022-06-02 00:00:00+05:30,148.68822495436035,152.32176648868202,147.49298198848928,152.0827178955078,17646975,0.0,0.0
