Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-12 00:00:00+05:30,192.694973981637,201.789728071364,192.45813157779736,198.75814819335938,4466767,0.0,0.0
2022-05-13 00:00:00+05:30,200.8897348757385,201.0318345393276,192.60025053305887,194.87393188476562,2749152,0.0,0.0
2022-05-16 00:00:00+05:30,196.24760035387777,200.32129239001424,195.06338839312372,198.90023803710938,1451702,0.0,0.0
2022-05-17 00:00:00+05:30,199.4212937934752,202.54761625477667,197.43181192108906,201.88446044921875,1633459,0.0,0.0
2022-05-18 00:00:00+05:30,202.26341029088238,213.01606106989595,202.26341029088238,211.7371063232422,6528704,0.0,0.0
2022-05-19 00:00:00+05:30,208.326564073794,211.73710033121264,207.0002524490826,208.0897216796875,1973590,0.0,0.0
2022-05-20 00:00:00+05:30,209.8423651263936,216.56869502785432,209.27393758755844,215.95289611816406,2870329,0.0,0.0
2022-05-23 00:00:00+05:30,216.47396008138384,218.84238415229612,212.63711019536325,213.63185119628906,2979168,0.0,0.0
2022-05-24 00:00:00+05:30,213.25290101037518,216.28448081461195,211.5950042238396,213.06341552734375,1799477,0.0,0.0
2022-05-25 00:00:00+05:30,212.21079878160796,214.10553805644375,207.14236543913685,207.66342163085938,2184884,0.0,0.0
2022-05-26 00:00:00+05:30,206.71605029172144,209.65290192582566,203.73184174070695,208.3739471435547,2327650,0.0,0.0
2022-05-27 00:00:00+05:30,208.84763512885763,209.88974751954407,203.6844734601954,204.67921447753906,1050450,0.0,0.0
2022-05-30 00:00:00+05:30,206.47921314766177,208.94238002974487,205.62658624155574,207.99501037597656,1152882,0.0,0.0
2022-05-31 00:00:00+05:30,207.99500238610293,215.8581731014686,206.289734183683,214.95816040039062,4051630,0.0,0.0
2022-06-01 00:00:00+05:30,216.00027955658445,219.78975814529645,210.12659063522355,211.5950164794922,3287095,0.0,0.0
2022-06-02 00:00:00+05:30,211.59500965444812,214.81606056867219,209.8897414533888,213.82131958007812,1912504,0.0,0.0
2022-06-03 00:00:00+05:30,213.82132502905944,217.80027462912122,212.92132676147733,214.5792236328125,3034173,0.0,0.0
2022-06-06 00:00:00+05:30,215.05290767340915,217.23186073040577,213.91606699975847,215.81080627441406,1653513,0.0,0.0
2022-06-07 00:00:00+05:30,214.05816589570304,217.89501580426872,213.6318524515765,217.04238891601562,1604375,0.0,0.0
2022-06-08 00:00:00+05:30,216.61605894993252,219.78975297561576,213.15816560135147,214.2476348876953,1378498,0.0,0.0
2022-06-09 00:00:00+05:30,213.4423764181362,216.6160559440667,212.06869337224313,212.7792205810547,1535123,0.0,0.0
2022-06-10 00:00:00+05:30,210.50552083886157,211.02657700656354,206.05288663940547,209.5581512451172,2024827,0.0,0.0
2022-06-13 00:00:00+05:30,206.5739566940315,209.27395154428234,204.82131704549812,206.763427734375,921674,0.0,0.0
2022-06-14 00:00:00+05:30,206.14762926409963,208.421310505511,202.4528791771652,203.1634063720703,2131050,0.0,0.0
2022-06-15 00:00:00+05:30,203.16341353963523,205.8634227578157,201.78973047216456,203.21078491210938,2226573,0.0,0.0
2022-06-16 00:00:00+05:30,204.96342072203942,204.96342072203942,198.52130448867206,202.358154296875,2374296,0.0,0.0
2022-06-17 00:00:00+05:30,192.3160293034815,202.31078150079026,190.23181906916764,192.55287170410156,6618449,0.0,0.0
2022-06-20 00:00:00+05:30,192.742351062277,193.16866451067247,185.11602254161832,186.7265625,1318904,0.0,0.0
2022-06-21 00:00:00+05:30,188.33708114971364,196.2476087109894,185.87391438416745,195.3476104736328,1459130,0.0,0.0
2022-06-22 00:00:00+05:30,195.15814489097409,199.51605099606763,194.0213042196451,196.1055145263672,1816693,0.0,0.0
2022-06-23 00:00:00+05:30,196.5791911954419,198.5686731295845,194.21076720513537,195.53707885742188,922627,0.0,0.0
2022-06-24 00:00:00+05:30,195.15815110472155,196.29499181224705,193.50025418999698,195.6318359375,1730601,0.0,0.0
2022-06-27 00:00:00+05:30,196.20025028945082,198.33183189322253,194.2581397148718,197.19497680664062,1312144,0.0,0.0
2022-06-28 00:00:00+05:30,195.86866270487442,204.8213024379692,195.86866270487442,204.39498901367188,2508896,0.0,0.0
2022-06-29 00:00:00+05:30,202.5002546624894,207.47394512788387,202.5002546624894,206.905517578125,1223555,0.0,0.0
2022-06-30 00:00:00+05:30,206.52657441313875,207.90025745272573,203.6844655909396,205.86341857910156,2684882,0.0,0.0
2022-07-01 00:00:00+05:30,203.96868082402557,210.69499641127337,203.49499601693574,209.7949981689453,2021428,0.0,0.0
2022-07-04 00:00:00+05:30,209.5532312174332,213.17955622034984,207.5708372647279,211.34222412109375,1382570,4.5,0.0
2022-07-05 00:00:00+05:30,211.3905912715607,213.85648062307183,209.263135332567,209.84335327148438,916259,0.0,0.0
2022-07-06 00:00:00+05:30,208.87632452609873,214.43668964658517,208.87632452609873,213.66307067871094,1265088,0.0,0.0
2022-07-07 00:00:00+05:30,214.6784535657713,218.06302377964607,212.6477055352244,213.3729705810547,1490104,0.0,0.0
2022-07-08 00:00:00+05:30,214.67844576084647,222.41460596844453,214.67844576084647,217.91796875,3421117,0.0,0.0
2022-07-11 00:00:00+05:30,216.61248567494985,216.80588672890585,213.51802454499006,215.1136016845703,770871,0.0,0.0
2022-07-12 00:00:00+05:30,213.71142047061096,216.80588152631438,208.6345654594313,209.26312255859375,1336194,0.0,0.0
2022-07-13 00:00:00+05:30,209.84334441193025,211.48727549538287,206.50712829289756,210.13345336914062,2768830,0.0,0.0
2022-07-14 00:00:00+05:30,210.23014773925573,218.4981719122371,210.1334545899935,217.91796875,4574327,0.0,0.0
