Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-12 00:00:00+05:30,33.0,33.150001525878906,31.75,32.45000076293945,10389381,0.0,0.0
2022-05-13 00:00:00+05:30,32.5,34.150001525878906,32.5,33.45000076293945,8994513,0.0,0.0
2022-05-16 00:00:00+05:30,33.400001525878906,35.0,33.20000076293945,34.849998474121094,7519764,0.0,0.0
2022-05-17 00:00:00+05:30,34.599998474121094,36.650001525878906,34.599998474121094,36.400001525878906,9110122,0.0,0.0
2022-05-18 00:00:00+05:30,36.0,36.400001525878906,35.150001525878906,35.900001525878906,11517497,0.0,0.0
2022-05-19 00:00:00+05:30,35.150001525878906,35.599998474121094,34.79999923706055,35.349998474121094,5759916,0.0,0.0
2022-05-20 00:00:00+05:30,35.75,36.95000076293945,35.599998474121094,36.599998474121094,6277156,0.0,0.0
2022-05-23 00:00:00+05:30,36.95000076293945,37.5,36.45000076293945,36.650001525878906,10715402,0.0,0.0
2022-05-24 00:00:00+05:30,36.95000076293945,37.5,36.54999923706055,37.0,113078690,0.0,0.0
2022-05-25 00:00:00+05:30,37.400001525878906,37.650001525878906,36.150001525878906,36.25,5882363,0.0,0.0
2022-05-26 00:00:00+05:30,36.650001525878906,37.45000076293945,35.45000076293945,36.900001525878906,6890668,0.0,0.0
2022-05-27 00:00:00+05:30,37.04999923706055,38.04999923706055,36.75,37.900001525878906,11738020,0.0,0.0
2022-05-30 00:00:00+05:30,38.0,38.849998474121094,37.900001525878906,38.400001525878906,7655983,0.0,0.0
2022-05-31 00:00:00+05:30,38.400001525878906,39.0,37.650001525878906,38.0,13388328,0.0,0.0
2022-06-01 00:00:00+05:30,38.400001525878906,38.75,38.099998474121094,38.599998474121094,6964281,0.0,0.0
2022-06-02 00:00:00+05:30,38.45000076293945,38.70000076293945,38.099998474121094,38.54999923706055,3928757,0.0,0.0
2022-06-03 00:00:00+05:30,38.70000076293945,38.900001525878906,37.04999923706055,37.25,6274012,0.0,0.0
2022-06-06 00:00:00+05:30,37.25,37.599998474121094,36.650001525878906,37.150001525878906,3640868,0.0,0.0
2022-06-07 00:00:00+05:30,37.0,37.45000076293945,36.349998474121094,36.75,4893891,0.0,0.0
2022-06-08 00:00:00+05:30,36.70000076293945,37.29999923706055,36.20000076293945,36.29999923706055,4559023,0.0,0.0
2022-06-09 00:00:00+05:30,36.349998474121094,36.75,35.849998474121094,36.5,7390869,0.0,0.0
2022-06-10 00:00:00+05:30,36.04999923706055,37.599998474121094,35.95000076293945,37.29999923706055,12695295,0.0,0.0
2022-06-13 00:00:00+05:30,36.75,36.79999923706055,35.29999923706055,35.70000076293945,12669173,0.0,0.0
2022-06-14 00:00:00+05:30,35.29999923706055,36.400001525878906,35.29999923706055,35.79999923706055,5239412,0.0,0.0
2022-06-15 00:00:00+05:30,35.79999923706055,36.150001525878906,35.5,35.849998474121094,3855428,0.0,0.0
2022-06-16 00:00:00+05:30,36.45000076293945,36.45000076293945,33.75,34.29999923706055,17534150,0.0,0.0
2022-06-17 00:00:00+05:30,34.0,34.45000076293945,33.25,34.150001525878906,11925300,0.0,0.0
2022-06-20 00:00:00+05:30,34.04999923706055,34.45000076293945,32.29999923706055,33.400001525878906,14776160,0.0,0.0
2022-06-21 00:00:00+05:30,33.599998474121094,35.599998474121094,33.54999923706055,35.04999923706055,7187200,0.0,0.0
2022-06-22 00:00:00+05:30,34.599998474121094,34.70000076293945,33.04999923706055,33.5,5521869,0.0,0.0
2022-06-23 00:00:00+05:30,33.54999923706055,34.25,33.349998474121094,33.900001525878906,5678741,0.0,0.0
2022-06-24 00:00:00+05:30,34.150001525878906,34.900001525878906,34.099998474121094,34.79999923706055,2966980,0.0,0.0
2022-06-27 00:00:00+05:30,35.25,35.5,34.54999923706055,34.900001525878906,3693611,0.0,0.0
2022-06-28 00:00:00+05:30,34.900001525878906,35.20000076293945,34.70000076293945,34.900001525878906,8836669,0.0,0.0
2022-06-29 00:00:00+05:30,34.75,34.95000076293945,34.5,34.650001525878906,3199376,0.0,0.0
2022-06-30 00:00:00+05:30,34.650001525878906,35.0,33.900001525878906,34.099998474121094,5553842,0.0,0.0
2022-07-01 00:00:00+05:30,34.0,34.75,33.599998474121094,34.5,4338629,0.0,0.0
2022-07-04 00:00:00+05:30,34.45000076293945,34.650001525878906,33.45000076293945,33.95000076293945,7255330,0.0,0.0
2022-07-05 00:00:00+05:30,34.150001525878906,34.400001525878906,33.45000076293945,33.54999923706055,4844618,0.0,0.0
2022-07-06 00:00:00+05:30,33.75,34.25,33.25,34.150001525878906,5771798,0.0,0.0
2022-07-07 00:00:00+05:30,34.29999923706055,34.95000076293945,34.0,34.70000076293945,4356864,0.0,0.0
2022-07-08 00:00:00+05:30,34.95000076293945,35.099998474121094,34.349998474121094,34.79999923706055,4084470,0.0,0.0
2022-07-11 00:00:00+05:30,34.79999923706055,35.54999923706055,34.45000076293945,35.29999923706055,4673120,0.0,0.0
2022-07-12 00:00:00+05:30,35.099998474121094,35.29999923706055,34.79999923706055,34.900001525878906,2719360,0.0,0.0
2022-07-13 00:00:00+05:30,35.29999923706055,35.29999923706055,34.45000076293945,34.849998474121094,5090865,0.0,0.0
