Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-05-12 00:00:00+05:30,84.44999694824219,84.44999694824219,81.0,81.44999694824219,130678,0.0,0.0
2022-05-13 00:00:00+05:30,82.0999984741211,84.9000015258789,82.0999984741211,83.6500015258789,95870,0.0,0.0
2022-05-16 00:00:00+05:30,84.69999694824219,97.5999984741211,83.6500015258789,86.80000305175781,511870,0.0,0.0
2022-05-17 00:00:00+05:30,86.80000305175781,88.25,86.30000305175781,87.6500015258789,143034,0.0,0.0
2022-05-18 00:00:00+05:30,88.30000305175781,89.9000015258789,87.5,87.94999694824219,129866,0.0,0.0
2022-05-19 00:00:00+05:30,85.0,86.80000305175781,85.0,85.9000015258789,42698,0.0,0.0
2022-05-20 00:00:00+05:30,87.0,88.69999694824219,86.5,87.6500015258789,83863,0.0,0.0
2022-05-23 00:00:00+05:30,87.55000305175781,92.5,86.5999984741211,88.1500015258789,276243,0.0,0.0
2022-05-24 00:00:00+05:30,88.1500015258789,89.5,85.25,86.0,53848,0.0,0.0
2022-05-25 00:00:00+05:30,88.9000015258789,88.9000015258789,83.25,84.0,102698,0.0,0.0
2022-05-26 00:00:00+05:30,86.0999984741211,100.69999694824219,86.0999984741211,98.94999694824219,11314025,0.0,0.0
2022-05-27 00:00:00+05:30,95.0,99.05000305175781,91.30000305175781,94.55000305175781,3646499,0.0,0.0
2022-05-30 00:00:00+05:30,93.5,95.5999984741211,92.19999694824219,93.19999694824219,611121,0.0,0.0
2022-05-31 00:00:00+05:30,92.0999984741211,94.0,90.3499984741211,91.8499984741211,328791,0.0,0.0
2022-06-01 00:00:00+05:30,93.25,93.5,92.1500015258789,92.5,192780,0.0,0.0
2022-06-02 00:00:00+05:30,92.69999694824219,93.44999694824219,91.3499984741211,92.0999984741211,142088,0.0,0.0
2022-06-03 00:00:00+05:30,92.75,96.5999984741211,92.0999984741211,93.44999694824219,931569,0.0,0.0
2022-06-06 00:00:00+05:30,93.0,94.0,91.80000305175781,92.55000305175781,203868,0.0,0.0
2022-06-07 00:00:00+05:30,91.80000305175781,94.5999984741211,91.3499984741211,92.4000015258789,309930,0.0,0.0
2022-06-08 00:00:00+05:30,92.8499984741211,94.05000305175781,91.1500015258789,91.80000305175781,263122,0.0,0.0
2022-06-09 00:00:00+05:30,92.25,92.5,91.0,91.25,93045,0.0,0.0
2022-06-10 00:00:00+05:30,90.69999694824219,91.75,90.1500015258789,90.6500015258789,127958,0.0,0.0
2022-06-13 00:00:00+05:30,90.0999984741211,90.4000015258789,87.0999984741211,87.5999984741211,93081,0.0,0.0
2022-06-14 00:00:00+05:30,87.4000015258789,91.4000015258789,86.80000305175781,88.9000015258789,216801,0.0,0.0
2022-06-15 00:00:00+05:30,88.0999984741211,90.9000015258789,87.69999694824219,88.80000305175781,324466,0.0,0.0
2022-06-16 00:00:00+05:30,90.4000015258789,90.69999694824219,84.05000305175781,84.9000015258789,234009,0.0,0.0
2022-06-17 00:00:00+05:30,86.0,86.0,81.69999694824219,82.6500015258789,245062,0.0,0.0
2022-06-20 00:00:00+05:30,84.8499984741211,95.0,84.0999984741211,93.0,8406908,0.0,0.0
2022-06-21 00:00:00+05:30,90.30000305175781,91.4000015258789,88.1500015258789,88.9000015258789,1856660,0.0,0.0
2022-06-22 00:00:00+05:30,89.69999694824219,106.30000305175781,88.5,104.19999694824219,19936551,0.0,0.0
2022-06-23 00:00:00+05:30,100.0999984741211,114.19999694824219,98.0999984741211,107.5999984741211,21889048,0.0,0.0
2022-06-24 00:00:00+05:30,105.5,114.0,105.05000305175781,106.05000305175781,13604145,0.0,0.0
2022-06-27 00:00:00+05:30,107.5999984741211,112.5,105.55000305175781,106.25,6242273,0.0,0.0
2022-06-28 00:00:00+05:30,107.05000305175781,109.55000305175781,101.80000305175781,103.5,3269742,0.0,0.0
2022-06-29 00:00:00+05:30,103.0,105.30000305175781,100.5,101.9000015258789,1843002,0.0,0.0
2022-06-30 00:00:00+05:30,103.0,104.4000015258789,100.0,100.6500015258789,1297671,0.0,0.0
2022-07-01 00:00:00+05:30,100.6500015258789,103.0,97.1500015258789,98.4000015258789,1243276,0.0,0.0
2022-07-04 00:00:00+05:30,98.4000015258789,102.94999694824219,98.4000015258789,99.80000305175781,1172624,0.0,0.0
2022-07-05 00:00:00+05:30,100.4000015258789,100.55000305175781,97.0,97.75,982513,0.0,0.0
2022-07-06 00:00:00+05:30,98.25,100.25,97.0999984741211,97.8499984741211,856314,0.0,0.0
2022-07-07 00:00:00+05:30,98.5999984741211,101.5,97.55000305175781,98.55000305175781,1242754,0.0,0.0
2022-07-08 00:00:00+05:30,99.0999984741211,100.0999984741211,96.8499984741211,98.0,558080,0.0,0.0
